loan_status,loan_amnt,term,int_rate,installment,annual_inc,home_ownership,verification_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,application_type,tot_hi_cred_lim,avg_cur_bal,bc_open_to_buy,delinq_amnt,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_op_rev_tl,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies
Fully Paid,27500.0, 60 months,25.87,821.25,156302.18,OWN,Not Verified,debt_consolidation,LA,23.76,0,685.0,10,0,5064.13,25,w,Individual,41353.66,2116.98,2942.92,0,128.1,19.6,3.8,1,20.1,6,9,9,15,10,98.3,57.8,0
Fully Paid,17500.0, 60 months,26.92,533.53,40183.29,OWN,Not Verified,credit_card,NV,16.15,0,690.0,12,0,3808.81,28,f,Individual,96775.62,11304.18,5342.44,0,190.6,5.3,7.9,0,16.0,6,6,8,13,8,99.2,44.3,0
Fully Paid,14000.0, 36 months,18.78,511.63,105713.29,MORTGAGE,Source Verified,debt_consolidation,HI,20.09,0,770.0,13,0,6407.88,29,w,Individual,254150.62,36719.69,1410.02,0,199.1,17.6,5.1,1,24.7,6,6,7,8,7,95.2,26.2,0
Fully Paid,18500.0, 36 months,21.3,699.84,76398.8,MORTGAGE,Not Verified,debt_consolidation,WA,16.1,0,670.0,10,0,7589.09,24,w,Individual,33281.09,3179.68,5596.85,0,116.6,7.9,0.1,3,22.4,4,9,5,10,10,95.4,33.5,0
Charged Off,29335.286866426137, 60 months,30.87,964.83,61677.54,RENT,Not Verified,vacation,RI,13.44,1,660.0,9,0,24571.67,31,f,Individual,57782.87,4059.64,1633.67,0,182.0,30.2,1.3,2,27.6,3,5,5,11,6,80.9,60.3,0
Fully Paid,26500.0, 60 months,22.27,735.98,75638.46,MORTGAGE,Source Verified,other,ND,38.72,0,730.0,12,0,32665.71,25,w,Joint App,192504.0,35650.83,10720.14,0,188.5,13.5,2.9,4,11.3,2,4,4,6,7,98.5,32.0,0
Charged Off,5711.033718473275, 36 months,26.98,233.09,33185.3,MORTGAGE,Verified,car,KS,23.57,0,670.0,12,0,12526.42,25,w,Individual,32105.94,5690.07,560.12,0,114.2,12.4,2.3,2,11.7,2,4,5,9,6,96.8,32.4,0
Fully Paid,35000.0, 36 months,21.46,1326.91,42333.54,RENT,Verified,debt_consolidation,KS,3.79,0,745.0,14,0,1175.05,29,w,Individual,57988.58,5351.19,1434.58,0,135.5,4.8,5.7,0,20.1,4,6,9,14,8,96.0,42.5,0
Fully Paid,4500.0, 36 months,18.79,164.47,135404.98,RENT,Source Verified,debt_consolidation,DE,16.42,0,720.0,10,0,3267.89,21,w,Individual,56169.62,13826.62,8241.89,0,147.2,10.8,9.8,0,8.5,3,5,3,5,7,97.9,46.6,0
Fully Paid,13000.0, 60 months,28.29,407.04,72382.96,RENT,Not Verified,debt_consolidation,MN,13.87,0,670.0,16,0,6355.2,31,w,Individual,102145.66,11585.83,4195.41,0,142.0,4.2,2.7,0,12.3,6,11,8,10,13,97.1,50.4,0
Fully Paid,29000.0, 36 months,21.27,1096.6,47779.18,MORTGAGE,Verified,debt_consolidation,IN,15.82,0,720.0,15,0,47611.18,30,w,Individual,48548.06,2835.35,2674.12,0,180.6,9.8,3.9,4,18.3,4,5,7,13,10,99.5,27.8,0
Fully Paid,27500.0, 60 months,24.0,791.12,52415.21,RENT,Source Verified,debt_consolidation,NV,3.29,1,715.0,11,0,46390.91,29,w,Individual,139614.08,14286.31,2819.24,0,187.3,7.2,0.1,0,11.5,3,8,5,7,10,91.5,52.2,0
Fully Paid,23500.0, 36 months,23.6,917.04,114370.27,MORTGAGE,Source Verified,moving,MT,17.45,1,685.0,13,0,15388.87,30,w,Individual,579945.43,94712.96,336.96,0,167.5,6.0,5.6,2,3.9,6,7,8,12,8,77.8,12.6,0
Charged Off,6900.169380489174, 36 months,28.35,286.72,34865.01,MORTGAGE,Source Verified,credit_card,CT,15.08,0,660.0,14,0,5010.75,21,w,Individual,28864.68,6173.04,117438.52,0,131.5,11.7,5.3,2,5.5,1,2,1,3,2,97.2,65.6,0
Fully Paid,39500.0, 36 months,24.32,1556.34,206348.96,MORTGAGE,Not Verified,debt_consolidation,AK,29.74,0,675.0,18,0,3479.81,32,w,Individual,192843.84,21940.06,13384.46,0,274.1,19.0,7.4,4,8.6,4,4,8,11,6,95.2,8.1,0
Fully Paid,13500.0, 36 months,21.41,511.46,66095.54,MORTGAGE,Source Verified,debt_consolidation,NY,16.29,0,720.0,18,0,12946.7,27,w,Individual,13880.19,97.16,1980.53,0,142.5,11.0,5.1,3,6.3,1,6,2,11,7,95.8,38.0,0
Charged Off,38161.062159444555, 60 months,29.72,1228.08,43165.47,MORTGAGE,Not Verified,credit_card,NY,28.61,0,695.0,6,0,9689.06,25,w,Individual,85924.78,6275.73,1219.79,0,103.7,7.4,1.2,3,31.4,3,5,3,4,8,97.6,62.9,0
Fully Paid,8000.0, 60 months,22.8,224.61,109273.94,RENT,Source Verified,debt_consolidation,KS,24.72,0,710.0,3,0,1603.33,11,w,Individual,25295.18,3104.44,3464.8,0,230.5,27.8,8.0,2,1.7,4,6,4,8,13,97.7,25.2,0
Charged Off,24885.278100066065, 60 months,26.22,748.32,45039.97,MORTGAGE,Source Verified,debt_consolidation,KS,26.29,0,715.0,19,0,3579.72,27,w,Individual,313538.83,38452.16,0.0,0,164.1,14.0,11.7,2,21.4,2,6,4,6,8,97.6,69.0,0
Fully Paid,29500.0, 36 months,21.09,1112.78,93724.6,RENT,Verified,debt_consolidation,ND,18.58,0,705.0,9,0,48188.05,20,w,Individual,115616.43,18011.65,4039.31,0,142.4,4.6,13.0,0,50.6,6,9,8,12,10,98.6,63.0,0
Fully Paid,29000.0, 36 months,18.55,1056.44,70532.8,MORTGAGE,Not Verified,medical,IN,26.53,0,735.0,11,0,4328.61,19,w,Individual,74367.35,13085.74,4365.91,0,149.0,3.1,2.7,5,18.5,0,4,1,2,5,98.3,74.5,0
Fully Paid,24500.0, 36 months,23.75,957.99,23662.29,RENT,Source Verified,credit_card,CA,11.92,0,695.0,11,0,14409.56,28,f,Individual,36711.33,2050.28,3643.55,0,141.2,27.2,1.6,1,7.3,3,6,4,8,10,98.1,9.4,0
Charged Off,7958.24985691084, 36 months,22.01,303.97,27072.3,RENT,Verified,home_improvement,OH,28.86,0,725.0,13,0,3415.83,25,w,Individual,22503.15,3117.75,1380.06,0,165.1,16.2,24.0,0,32.9,2,5,5,5,8,95.2,79.0,0
Fully Paid,15500.0, 36 months,23.92,607.46,88462.78,RENT,Source Verified,home_improvement,NE,13.67,1,695.0,14,0,4145.93,29,w,Individual,37205.34,4071.98,628.61,200,180.9,16.4,6.5,0,12.5,1,4,1,4,6,84.4,21.6,0
Fully Paid,15500.0, 36 months,23.6,604.86,54547.94,MORTGAGE,Verified,home_improvement,NC,17.97,0,690.0,10,2,12777.6,26,w,Individual,210701.15,31887.09,1839.76,0,199.5,1.3,1.8,0,15.5,5,11,6,16,13,97.6,41.3,1
Fully Paid,34500.0, 36 months,20.84,1296.96,278784.54,RENT,Source Verified,debt_consolidation,OH,6.91,0,700.0,8,0,2460.13,27,f,Joint App,48170.32,2074.86,2640.15,0,213.2,5.1,1.4,0,16.0,4,9,4,5,10,95.5,22.2,0
Fully Paid,1500.0, 60 months,20.25,39.95,43851.6,MORTGAGE,Verified,car,WA,6.12,0,740.0,10,0,5633.04,28,w,Individual,13927.58,1633.49,4203.65,0,211.5,1.6,31.5,1,2.8,3,3,4,8,5,97.5,10.8,0
Fully Paid,31000.0, 36 months,18.2,1123.84,31226.2,MORTGAGE,Source Verified,debt_consolidation,MO,16.56,0,740.0,14,0,17757.59,36,f,Individual,77668.89,12904.75,2121.33,0,144.9,2.9,7.2,6,9.8,8,14,9,15,15,98.7,68.6,0
Fully Paid,35500.0, 60 months,25.71,1056.8,75039.69,RENT,Source Verified,credit_card,TX,26.31,0,695.0,9,0,5375.03,28,f,Individual,68068.77,5784.68,3310.49,0,136.1,15.6,2.7,0,4.9,4,6,4,5,7,98.7,44.8,0
Fully Paid,12500.0, 36 months,18.87,457.38,86087.26,RENT,Not Verified,debt_consolidation,TX,15.48,0,755.0,8,0,8802.07,20,w,Individual,83649.58,21579.79,2568.76,0,159.7,14.6,3.4,0,13.0,1,6,2,4,9,96.8,46.9,0
Charged Off,30773.541056459202, 60 months,30.99,1014.42,96211.09,RENT,Verified,credit_card,UT,36.86,1,660.0,15,1,35594.65,27,w,Individual,47761.78,3991.73,20261.13,0,143.8,19.3,2.2,0,2.3,5,5,7,11,7,84.7,31.9,1
Fully Paid,9000.0, 60 months,21.01,243.53,14353.62,RENT,Source Verified,debt_consolidation,NE,20.58,0,730.0,13,0,45940.84,32,w,Individual,27358.49,3361.21,14196.93,0,176.8,3.1,3.1,0,20.2,3,11,4,7,13,95.2,26.9,0
Fully Paid,6500.0, 60 months,22.88,182.79,194826.72,MORTGAGE,Source Verified,debt_consolidation,WA,15.77,0,705.0,11,0,41657.24,28,w,Individual,190372.13,25643.6,16323.85,0,217.4,1.5,1.2,2,5.5,5,7,5,9,9,98.1,33.1,0
Fully Paid,20500.0, 36 months,23.28,796.54,31234.14,MORTGAGE,Source Verified,other,KY,29.79,0,695.0,10,0,12175.3,19,w,Individual,252002.11,29846.22,10008.43,0,185.1,2.5,1.3,3,24.4,4,7,4,9,12,97.1,19.0,0
Charged Off,33855.04899316886, 60 months,30.99,1116.0,109973.47,RENT,Not Verified,debt_consolidation,SD,33.63,0,665.0,14,0,23111.11,28,w,Individual,45890.26,3731.44,0.0,0,202.8,21.2,6.9,0,40.4,1,2,3,5,5,95.3,89.7,0
Fully Paid,8000.0, 60 months,26.11,240.05,261026.82,MORTGAGE,Verified,credit_card,WV,980.87,1,700.0,11,0,66542.94,37,w,Joint App,33207.92,4128.98,12092.14,0,267.2,5.1,1.1,1,23.8,5,9,7,9,13,82.1,68.3,0
Fully Paid,26500.0, 60 months,26.04,794.05,118820.38,OWN,Verified,credit_card,AZ,16.88,0,700.0,9,0,22149.3,20,f,Individual,60800.49,4747.84,3126.55,0,183.2,9.0,1.6,0,6.6,2,6,2,4,7,98.5,27.5,0
Fully Paid,5000.0, 36 months,24.23,196.77,34703.91,RENT,Source Verified,credit_card,WA,21.56,0,685.0,9,0,7264.77,26,f,Individual,43183.73,5058.16,10288.0,0,136.3,15.5,0.7,0,28.1,4,8,5,6,9,99.9,35.7,0
Fully Paid,28500.0, 36 months,17.09,1017.38,64508.37,MORTGAGE,Verified,house,WV,23.33,0,730.0,8,0,29980.41,25,w,Individual,58817.57,9885.1,2029.03,0,211.8,3.6,6.5,3,7.2,4,6,5,9,9,96.2,43.6,0
Fully Paid,34000.0, 36 months,23.55,1325.9,119507.54,MORTGAGE,Not Verified,debt_consolidation,ID,22.38,0,680.0,17,0,20332.17,27,f,Individual,62495.67,4839.56,5129.2,0,235.8,7.9,15.2,0,10.3,4,4,5,8,7,95.5,15.3,0
Fully Paid,18000.0, 36 months,22.27,689.94,74726.97,RENT,Verified,other,NH,15.8,0,695.0,11,0,12437.17,22,w,Individual,84944.48,9735.97,17770.22,0,191.9,4.9,1.9,0,45.3,3,8,6,9,10,99.9,65.5,0
Charged Off,29967.629188266208, 60 months,27.57,925.31,27392.41,MORTGAGE,Not Verified,debt_consolidation,UT,19.86,3,675.0,12,1,45461.2,22,w,Individual,57302.67,4030.34,2249.5,0,163.9,8.2,1.7,1,15.2,4,6,6,9,7,83.7,48.0,1
Fully Paid,10000.0, 36 months,20.82,375.83,78033.66,MORTGAGE,Not Verified,debt_consolidation,AR,16.31,0,725.0,3,1,4732.5,12,f,Individual,50372.2,6326.22,12963.88,0,132.1,6.8,26.2,1,25.6,5,6,9,12,7,96.4,27.0,1
Fully Paid,21500.0, 36 months,20.58,805.39,52268.02,RENT,Source Verified,debt_consolidation,DC,10.83,0,730.0,17,0,7820.33,32,f,Individual,73702.85,14622.93,58566.44,0,174.0,1.8,5.4,0,5.2,6,8,9,13,11,97.4,36.5,0
Fully Paid,21000.0, 36 months,20.06,781.08,108149.71,MORTGAGE,Not Verified,debt_consolidation,DC,5.6,2,735.0,17,0,3891.67,38,w,Individual,39523.87,2437.77,6836.27,0,108.5,0.7,1.5,3,13.6,7,9,8,12,10,76.4,23.0,0
Fully Paid,37500.0, 60 months,24.95,1099.58,36675.95,MORTGAGE,Source Verified,debt_consolidation,IA,21.6,0,720.0,8,0,4882.21,30,w,Individual,59014.24,2740.36,11598.91,0,200.3,21.5,8.9,4,6.5,2,2,4,8,4,98.4,64.6,0
Fully Paid,20000.0, 60 months,22.27,555.45,20801.98,RENT,Source Verified,debt_consolidation,LA,22.1,0,750.0,9,0,14104.02,27,w,Individual,72503.03,11316.3,1199.74,0,113.6,2.1,6.9,1,3.5,1,5,1,3,5,99.2,14.5,0
Fully Paid,36500.0, 36 months,20.19,1360.01,37768.19,RENT,Verified,credit_card,HI,32.13,0,735.0,10,0,4229.21,27,w,Individual,99972.53,10125.45,33804.55,0,151.0,7.8,6.1,0,17.5,4,6,4,8,10,96.1,15.4,0
Fully Paid,24000.0, 36 months,22.21,919.18,24134.98,MORTGAGE,Not Verified,home_improvement,NM,12.18,0,705.0,19,0,5322.18,35,f,Individual,81337.47,16958.33,3851.79,0,150.9,9.4,9.8,0,3.1,4,6,8,11,6,99.7,35.7,0
Fully Paid,3500.0, 36 months,20.78,131.47,48610.61,RENT,Source Verified,credit_card,MN,20.31,0,735.0,10,0,15349.37,27,f,Individual,17261.9,2834.5,10275.43,0,191.3,17.7,2.8,2,6.5,3,6,4,6,8,96.2,40.5,0
Fully Paid,1500.0, 36 months,18.53,54.63,113121.27,RENT,Verified,debt_consolidation,MS,15.04,0,735.0,15,2,15122.16,29,w,Individual,32937.82,6373.32,18719.69,0,317.3,17.5,2.9,0,12.3,4,9,6,12,11,98.9,37.7,0
Charged Off,11607.730064939198, 60 months,29.85,374.48,41937.66,RENT,Verified,debt_consolidation,ME,21.26,0,685.0,11,0,33529.23,30,f,Individual,70985.59,12552.56,652.27,0,224.9,2.6,2.8,2,10.6,1,5,3,5,6,96.1,25.0,0
Charged Off,40000.0, 60 months,27.85,1241.82,53328.13,RENT,Not Verified,debt_consolidation,MD,17.13,1,710.0,17,0,19639.92,30,f,Individual,45129.4,1408.22,13500.79,0,217.8,15.5,1.2,0,8.8,2,2,4,5,6,83.3,79.3,0
Charged Off,25622.10449008969, 60 months,28.53,805.98,28190.73,MORTGAGE,Not Verified,debt_consolidation,MT,22.91,1,715.0,7,0,12837.05,21,f,Individual,138064.12,23244.34,28803.19,0,142.8,8.7,13.0,0,44.5,4,6,5,7,12,72.5,55.7,0
Fully Paid,6500.0, 36 months,18.55,236.79,74079.66,MORTGAGE,Source Verified,debt_consolidation,NY,28.97,0,730.0,10,0,22827.91,26,w,Individual,17223.43,2100.14,4948.54,0,231.2,2.8,1.5,5,8.8,4,7,8,9,7,97.7,34.9,0
Fully Paid,7500.0, 36 months,15.01,260.03,39284.49,MORTGAGE,Verified,debt_consolidation,TX,13.54,0,780.0,18,0,2934.55,34,w,Joint App,481984.55,100504.88,4571.53,0,253.9,27.6,2.1,3,11.6,5,6,9,15,8,98.8,8.4,0
Fully Paid,37000.0, 36 months,22.03,1413.62,33768.75,MORTGAGE,Not Verified,debt_consolidation,DE,20.64,0,675.0,9,0,6504.45,28,f,Individual,4440396.05,709044.4,3304.12,0,213.2,23.5,3.1,5,1.8,3,4,5,7,6,100.0,68.0,0
Fully Paid,27500.0, 60 months,25.72,818.81,63146.57,MORTGAGE,Not Verified,debt_consolidation,MT,12.13,0,685.0,8,0,11945.74,20,f,Individual,40006.42,2321.03,1072.39,0,139.4,1.3,8.2,2,19.5,6,7,8,11,8,97.1,52.9,0
Charged Off,6420.429456203619, 60 months,30.99,211.64,34903.07,RENT,Not Verified,home_improvement,PA,10.06,0,660.0,9,0,22938.13,22,w,Individual,54227.92,13026.85,2186.16,0,243.8,7.5,10.3,0,13.5,3,6,5,7,7,96.1,69.3,0
Fully Paid,1500.0, 60 months,26.17,45.06,11740.24,ANY,Source Verified,other,VT,15.87,0,685.0,11,0,14508.82,32,w,Individual,21398.24,3728.91,9963.16,0,172.0,1.5,3.5,1,30.1,4,5,5,7,7,97.9,68.2,0
Fully Paid,25000.0, 36 months,23.53,974.66,69454.66,RENT,Verified,credit_card,UT,33.47,0,700.0,13,0,3565.7,19,w,Joint App,61588.4,6196.02,5866.65,0,115.0,17.3,9.9,0,8.4,4,4,5,7,6,95.1,50.7,0
Charged Off,20458.810422859136, 60 months,29.67,657.77,28759.22,MORTGAGE,Source Verified,debt_consolidation,MI,15.57,0,660.0,12,2,21605.05,35,f,Individual,120635.96,14733.06,0.0,0,181.0,28.6,2.3,9,20.7,5,6,5,8,7,96.4,30.1,0
Fully Paid,16000.0, 36 months,22.83,617.94,37129.57,OWN,Not Verified,credit_card,MO,8.98,0,715.0,13,0,13821.17,32,w,Individual,31146.95,2294.52,2598.27,0,192.1,22.2,1.5,1,23.5,3,4,7,9,5,98.0,43.3,0
Fully Paid,34000.0, 36 months,16.41,1202.23,181197.18,MORTGAGE,Verified,debt_consolidation,GA,9.76,0,745.0,9,0,3277.54,26,w,Individual,36351.89,582.99,4591.16,0,119.7,4.2,8.1,1,48.3,4,8,5,6,10,97.0,40.9,0
Fully Paid,5000.0, 60 months,24.49,145.27,127386.39,MORTGAGE,Not Verified,debt_consolidation,RI,32.56,0,690.0,10,0,4451.24,29,f,Individual,27669.54,3255.82,8876.5,0,186.2,17.2,0.0,1,21.9,1,2,2,5,3,97.4,30.2,0
Fully Paid,4500.0, 60 months,25.9,134.47,93310.06,MORTGAGE,Not Verified,credit_card,RI,26.6,0,710.0,16,1,18227.0,38,f,Joint App,165403.76,24768.23,790.55,0,156.2,13.5,2.3,5,2.0,1,6,1,4,8,96.7,91.6,1
Fully Paid,23500.0, 36 months,17.45,843.11,76051.32,RENT,Not Verified,debt_consolidation,IN,22.59,0,765.0,14,0,5550.03,25,w,Individual,802614.75,100916.3,3174.64,0,163.8,5.5,5.0,0,21.9,1,5,1,2,7,99.0,45.9,0
Fully Paid,33500.0, 36 months,19.81,1241.74,108425.58,RENT,Source Verified,debt_consolidation,KY,28.71,0,710.0,14,0,4936.4,28,f,Individual,51227.75,2290.0,7255.3,0,242.5,2.9,4.8,0,9.1,5,5,6,10,7,96.8,18.5,0
Fully Paid,28500.0, 60 months,24.33,825.36,56664.62,RENT,Source Verified,credit_card,ME,24.91,0,710.0,10,0,6341.52,18,w,Individual,35828.39,1112.56,421.55,0,141.7,6.6,6.0,3,12.0,5,8,8,11,10,97.2,17.5,0
Fully Paid,6000.0, 60 months,30.43,195.71,76990.43,MORTGAGE,Source Verified,credit_card,GA,16.28,0,690.0,11,0,14024.03,25,w,Joint App,13526.87,1323.61,6102.44,0,186.9,29.8,8.7,3,16.4,4,7,4,6,8,99.9,12.3,0
Charged Off,26535.4880725134, 60 months,28.68,837.12,41672.69,MORTGAGE,Not Verified,credit_card,MT,18.67,0,695.0,14,0,2838.57,27,f,Individual,110205.18,24026.41,1379.59,0,234.6,3.9,11.5,0,23.1,0,2,4,7,3,95.0,50.2,0
Fully Paid,37000.0, 60 months,19.54,970.83,78666.02,RENT,Verified,debt_consolidation,TN,25.94,0,775.0,12,0,9426.78,30,w,Individual,240526.69,67659.96,2843.4,0,204.1,14.5,3.4,2,21.9,2,5,2,5,7,97.7,3.7,0
Fully Paid,6000.0, 36 months,18.84,219.45,88041.4,MORTGAGE,Source Verified,debt_consolidation,NC,18.15,0,735.0,15,2,6612.4,24,w,Individual,9417.73,781.09,5985.68,0,167.9,31.5,3.6,1,20.3,1,5,1,1,6,97.4,37.3,2
Fully Paid,15500.0, 36 months,21.6,588.75,84546.13,MORTGAGE,Source Verified,debt_consolidation,AZ,9.41,0,710.0,8,2,21750.54,22,f,Individual,131316.46,14584.97,3695.54,0,140.7,13.8,0.6,1,41.7,6,7,8,14,8,97.7,48.7,1
Charged Off,14463.529321702601, 60 months,30.99,476.78,42665.7,MORTGAGE,Not Verified,debt_consolidation,NJ,26.95,0,660.0,9,0,8003.28,22,f,Individual,30384.82,2335.11,1047.57,0,199.9,1.3,3.2,0,4.5,7,8,8,9,8,99.8,30.2,0
Fully Paid,22000.0, 36 months,20.5,823.21,114574.97,RENT,Not Verified,debt_consolidation,UT,14.48,0,745.0,13,0,8825.69,22,w,Individual,157944.87,19429.05,2912.91,0,174.8,19.5,1.4,1,4.5,1,3,2,6,5,97.3,30.9,0
Fully Paid,4500.0, 36 months,16.85,160.1,64115.48,RENT,Source Verified,vacation,AR,26.64,0,760.0,8,0,6479.84,18,w,Individual,40941.15,8492.68,2715.84,0,159.0,7.7,1.3,0,17.2,2,6,3,6,8,95.7,54.2,0
Fully Paid,21500.0, 36 months,23.61,839.11,63050.94,RENT,Verified,debt_consolidation,IN,8.97,0,695.0,9,1,6042.22,18,f,Individual,59089.26,7995.82,24974.65,0,112.0,2.2,25.3,0,16.1,6,9,10,14,11,99.2,29.5,1
Fully Paid,23500.0, 36 months,23.62,917.29,22384.74,RENT,Verified,car,MD,22.03,3,660.0,13,0,7059.71,26,w,Individual,235388.46,29416.02,8072.01,0,245.3,18.7,18.1,0,10.6,2,4,3,7,6,93.9,11.4,0
Fully Paid,21000.0, 36 months,20.85,789.56,42050.46,MORTGAGE,Verified,home_improvement,AL,18.56,0,700.0,9,0,52169.21,17,w,Individual,109986.87,11997.34,2595.95,0,102.8,13.1,7.9,4,21.8,4,4,5,9,5,96.8,52.1,0
Fully Paid,8000.0, 60 months,22.39,222.73,128391.5,OWN,Verified,credit_card,NC,18.75,0,730.0,17,0,19612.15,34,f,Individual,226375.04,27566.74,1397.38,0,213.8,14.4,2.3,1,12.3,4,9,5,8,16,96.0,82.1,0
Fully Paid,6000.0, 36 months,22.37,230.29,121707.3,RENT,Source Verified,debt_consolidation,PA,19.56,0,705.0,12,0,15492.83,34,w,Joint App,230790.89,32183.0,24717.93,0,156.0,5.6,18.1,1,14.5,3,7,7,12,8,99.5,55.8,0
Fully Paid,19000.0, 36 months,17.57,682.8,72091.66,MORTGAGE,Verified,debt_consolidation,VT,15.57,0,755.0,10,0,19155.99,22,w,Individual,83414.3,11058.49,7854.1,0,193.3,7.1,10.3,4,14.8,2,4,2,2,5,97.9,34.2,0
Fully Paid,16000.0, 36 months,21.43,606.34,50875.85,MORTGAGE,Not Verified,credit_card,NJ,21.46,0,695.0,11,0,10829.19,26,w,Individual,54821.97,9297.56,7167.24,0,122.7,5.2,3.1,4,16.9,0,1,2,3,2,99.0,15.9,0
Charged Off,38222.72069838501, 60 months,30.99,1259.98,59781.97,MORTGAGE,Not Verified,home_improvement,TN,24.89,0,675.0,10,0,6996.79,22,w,Individual,44382.42,1083.53,6696.06,0,107.6,12.1,2.6,1,19.1,6,9,8,12,9,98.6,91.7,0
Fully Paid,22500.0, 36 months,21.87,857.77,15422.72,MORTGAGE,Verified,debt_consolidation,NJ,18.18,0,725.0,14,0,40756.84,23,w,Individual,367252.68,93898.98,463.32,0,209.6,10.4,5.9,2,7.5,5,7,6,10,9,98.6,52.1,0
Fully Paid,9000.0, 36 months,20.52,336.86,80082.25,RENT,Not Verified,home_improvement,RI,27.45,0,705.0,11,0,5481.79,28,w,Individual,139153.71,26105.63,3115.75,0,154.0,10.0,7.4,0,17.3,4,6,5,8,7,99.9,53.5,0
Charged Off,14058.107697461342, 36 months,27.38,576.8,24087.63,OWN,Verified,debt_consolidation,MD,11.08,2,670.0,19,0,17645.3,31,w,Individual,47722.81,9524.22,107.19,0,176.5,7.5,6.0,1,10.0,1,5,3,3,7,73.6,71.1,0
Charged Off,37697.20185768598, 60 months,30.53,1231.93,51070.02,RENT,Not Verified,debt_consolidation,TN,27.49,0,705.0,11,0,28721.6,22,w,Individual,73116.16,10147.39,0.0,0,143.6,16.9,8.2,0,3.3,5,7,9,15,8,99.6,60.9,0
Fully Paid,5500.0, 60 months,22.07,152.12,83958.62,MORTGAGE,Not Verified,credit_card,AR,19.08,0,735.0,12,0,8713.42,24,f,Individual,27301.02,2831.23,4056.62,0,169.7,6.2,25.6,2,6.5,8,10,8,9,12,99.7,16.0,0
Fully Paid,15000.0, 36 months,19.13,550.83,58264.26,MORTGAGE,Not Verified,debt_consolidation,KY,21.47,0,720.0,12,0,91330.74,25,f,Individual,182470.31,22192.97,1327.79,0,139.1,5.5,0.4,0,6.8,3,4,4,8,6,99.1,52.4,0
Fully Paid,7500.0, 36 months,25.65,300.78,118809.21,OWN,Not Verified,credit_card,FL,22.32,0,695.0,11,0,22102.99,21,w,Joint App,45003.41,6883.71,711.4,0,167.4,25.2,4.9,2,16.8,2,5,6,8,5,96.7,43.3,0
Fully Paid,15500.0, 36 months,20.88,583.01,48493.07,OWN,Source Verified,debt_consolidation,TX,22.81,0,705.0,14,1,24526.84,27,f,Joint App,111939.78,17075.72,11143.15,0,173.5,11.0,11.0,0,3.8,1,5,1,4,8,98.0,56.4,2
Fully Paid,3500.0, 36 months,20.84,131.58,45542.64,RENT,Verified,debt_consolidation,IL,13.93,0,725.0,6,0,5232.26,24,w,Individual,61456.39,9597.05,7022.86,0,159.9,22.9,7.2,0,41.0,1,5,3,5,6,95.9,25.8,0
Charged Off,26138.0593308404, 36 months,24.86,1037.31,81292.21,RENT,Not Verified,small_business,ND,16.96,0,700.0,4,0,5924.66,13,w,Individual,131176.25,21157.8,19778.66,0,133.2,15.2,3.2,0,3.3,4,8,6,9,12,99.1,56.9,0
Fully Paid,8000.0, 36 months,22.58,307.93,57866.71,RENT,Not Verified,debt_consolidation,VT,21.21,0,710.0,4,0,46850.63,14,f,Individual,125325.0,17219.49,4680.97,0,140.4,7.3,8.2,0,2.4,4,6,8,14,10,97.8,51.9,0
Fully Paid,1000.0, 36 months,16.96,35.63,175496.1,RENT,Not Verified,credit_card,AZ,29.74,0,765.0,15,0,6739.2,21,f,Individual,89371.67,14541.47,4525.03,0,102.9,12.7,4.6,1,10.6,3,5,4,7,6,98.2,23.1,0
Fully Paid,35500.0, 36 months,18.22,1287.33,73776.61,RENT,Not Verified,debt_consolidation,NC,15.44,0,730.0,11,0,28076.24,21,f,Individual,64650.76,5267.38,2266.85,0,98.9,10.2,14.1,0,26.7,5,6,9,11,7,97.6,59.1,0
Fully Paid,10000.0, 36 months,19.42,368.69,104645.47,RENT,Source Verified,credit_card,OH,8.59,0,730.0,12,1,63572.17,23,w,Individual,23658.85,4085.16,8721.64,0,180.0,8.2,0.2,2,16.5,3,7,7,8,10,95.7,38.9,0
Charged Off,5417.939743685227, 36 months,24.28,213.36,99242.2,MORTGAGE,Source Verified,debt_consolidation,CO,29.22,0,730.0,14,0,39366.26,30,w,Individual,42448.17,11436.66,21639.38,0,166.3,6.2,4.7,1,35.1,2,4,2,6,8,96.1,63.2,0
Fully Paid,31000.0, 36 months,22.71,1195.32,69804.23,RENT,Verified,debt_consolidation,MT,10.11,0,715.0,12,1,6339.23,28,f,Individual,71323.14,9949.57,4152.19,0,173.0,4.1,6.1,0,6.0,2,5,3,9,6,99.5,51.2,1
Fully Paid,17000.0, 36 months,24.03,667.23,27102.67,MORTGAGE,Verified,debt_consolidation,MD,19.86,1,690.0,7,0,5467.52,22,w,Individual,41021.16,5391.77,473.05,0,190.8,22.7,6.8,5,43.8,6,7,7,10,9,76.6,29.2,0
